"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar la apertura de una nueva cuenta y verificar que esta salga en el resumen de cuenta","Registrar cuenta en Parabank","ERROR","2024-05-30T22:54:13.0192885-05:00[America/Bogota]","0.0","24.03"
