"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar la apertura de una nueva cuenta y verificar que esta salga en el resumen de cuenta","Registrar cuenta en Parabank","PENDING","2024-05-30T18:43:41.7277186-05:00[America/Bogota]","0.0","49.74"
